1,49.1382,58.8299,39.4466,40.7068,41.0002,41.1466,40.8537,40.4479,36.0921,38.0526,34.1316,57.5176,57.0355,57.9996,58.0347,70.0137,68.9641,71.0633,72.9278,72.6909,73.1647,67.9781,64.6603,67.1193,62.2014
1,49.6876,58.6687,40.7066,41.6298,42.3795,41.3155,41.4364,41.1946,39.9998,45.2499,35.3549,55.1449,57.0354,61.8848,57.009,66.7605,68.8841,71.1087,71.0208,71.1967,70.6119,66.4451,66.6484,66.2417,61.8551
1,61.7389,62.6503,60.8276,31.241,36.2695,36.4,36.139,35.1092,35.6934,34.5249,43.9239,33.838,54.0098,57.1271,57.0348,57.2194,70.9015,70.214,71.5889,70.7988,72.8011,68.7965,65.7632,68.2417,63.2848
1,62.8044,64.2578,61.351,34.4819,35.5107,36.674,36.8787,34.7922,34.9284,34.6559,34.8277,53.2348,54.4518,61.9054,54.7451,69.0656,70.0287,71.0071,71.0279,75.6141,75.6442,75.584,71.5051,70.0068,65.7955
1,68.7725,70.6042,66.9408,28.8447,31.4002,32.0157,33.5413,34.1634,34.7855,33.5413,32.4498,32.2487,42.4267,48.5989,47.8015,49.3964,48.3324,72.9926,74.3303,78.5142,75.1865,81.8418,81.4,79.0258,72.1111
1,69.7623,70.5757,68.949,30.6109,30.8055,31.7809,32.3888,32.0626,32.5726,31.5091,31.1122,31.906,50.8032,53.6,53.8512,53.451,72.0622,74.7471,74.1686,75.3256,75.4256,80.1309,77.0774,76.4195,71.3087
1,48.1614,58.3096,38.0131,39.1153,40.2495,37.1852,40.3113,34.059,33.6152,45.9806,33.5405,58.4206,61.1306,60.5161,61.0325,59.9997,70.9369,71.344,71.512,71.1759,71.5686,65.9767,66.2114,65.742,61.0325
1,43.1587,55.1724,31.1451,34.2051,34.5759,34.6694,34.4824,30.2653,42.7523,29.0689,56.4358,64.5389,64.0698,65.008,65.008,76.7539,74.3304,79.1775,78.9183,79.6057,78.2308,78.1023,65.0377,70.6116,59.4639
1,41.4122,46.755,36.0695,36.4006,35.248,35.5105,34.9856,43.6582,28.461,58.8555,64.7865,64.3814,65.1916,71.9425,65.0692,78.8158,76.9621,78.4921,75.4321,69.7268,74.3301,65.1235,51.633,51.8656,51.4003
1,39.2657,38.8329,39.6986,39.5979,35.9518,38.2886,33.615,27.4586,60.4318,58.6939,62.1696,62.6577,62.8018,62.5136,74.4107,71.1643,74.6529,67.6757,60.7596,66.4832,55.0361,45.6075,41.0287,45.3429,36.7146
1,36.6105,35.7774,37.4436,37.8021,37.5362,36.125,31.3846,43.4415,26.4764,60.4067,61.9835,64.2883,64.9999,67.4268,64.7613,70.0923,70.7244,70.0073,60.836,53.3555,59.6155,47.0954,38.4189,38.1835,35.3415
1,38.2048,37.577,38.8327,39.205,33.112,33.4221,32.8019,24.5152,59.0746,58.2413,59.9079,61.0315,61.3917,60.6713,67.2087,63.0896,67.3575,58.8218,52.6192,57.9737,47.2648,43.1859,40.024,43.2784,36.7696
1,40.8459,47.8537,33.8381,33.3359,34.6557,32.0161,27.1899,29.6818,24.6979,59.0743,58.2407,59.9079,61.1098,61.3925,60.4134,60.8272,59.9997,56.8501,60.4643,53.2358,46.4089,45.3103,47.5074,47.8698,47.8858
1,41.1098,50.5964,31.6233,32.5577,32.8023,28.934,31.9063,25.9617,54.4055,58.82,57.9744,59.6656,60.4147,60.8359,61.0004,60.6714,57.8011,55.8384,58.5919,53.085,53.1508,49.9575,48.0212,51.8939,52.3929
1,55.9882,59.2032,52.7731,25.8069,26.486,26.4011,26.5708,25.9614,42.1722,27.459,56.8855,59.9942,58.6943,61.294,61.0736,58.2934,56.9212,59.6657,59.4209,59.0336,59.8083,57.3847,58.8434,57.2799,60.4069
1,61.243,61.8146,60.6715,27.3133,27.8931,28.2843,28.0718,29.5299,47.0104,51.7579,49.3959,54.1199,58.0517,59.682,59.1349,53.7592,55.444,56.1518,56.2231,56.0804,59.9413,60.0329,60.4405,60.605,62.8172
1,56.0296,57.3149,54.7443,33.1359,36.1385,41.3836,38.0789,44.6883,47.4235,64.3575,63.5692,65.1457,67.1868,65.3114,66.4906,64.1322,41.049,42.095,41.9997,42.1903,49.5176,51.4104,49.679,53.1418,57.0789
1,57.5756,59.0088,56.1424,27.2029,30.0171,30.0661,36.8777,49.3961,59.6156,63.7408,62.9681,64.5134,65.1462,65.9694,65.1158,63.9533,40.6075,41.1518,41.3035,41.0001,46.7547,50.9902,52.0004,58.078,59.0088
1,54.2598,54.9187,53.6009,50.2496,25.0301,24.9997,25.0604,25.0799,42.9331,26.9261,58.9402,64.338,63.5605,65.1154,64.3813,51.3844,50.5669,52.2019,49.8333,51.8652,47.8014,47.7603,50.6199,46.6688,54.5711
1,50.8159,52.4694,49.1625,29.698,28.3039,29.6818,26.9261,41.2764,25.6321,56.9208,63.0754,62.3618,63.789,57.3431,62.8015,51.8846,47.0456,50.1597,43.9315,47.424,43.1854,51.6627,52.6724,52.3925,52.9523
1,40.8799,43.6805,38.0793,38.0136,37.4434,36.117,36.8787,35.3553,32.0151,40.3343,24.0203,56.6483,60.0837,60.8033,60.7294,60.8771,59.2279,57.5583,57.4888,57.6278,46.8718,42.0132,46.6902,37.3362,44.9446
