1,52.7855,53.6002,51.9709,59.54,63.0718,66.2039,65.9243,66.4835,66.4835,62.2713,62.7693,61.7733,62.6503,59.6143,60.4072,58.8215,48.5494,49.168,49.2439,49.0921,49.8195,50.8744,48.26,53.4888,54.7087
1,55.4455,56.32,54.5711,64.2436,62.1773,65.9306,66.3099,65.5514,62.4389,63.9765,60.9138,60.9012,60.9264,53.5861,59.4642,48.2366,47.708,48.7652,50.4424,50.2492,49.731,50.6356,48.8265,55.3722,54.4244
1,53.8852,54.8178,52.9526,63.5055,66.1169,66.31,65.9239,62.2676,63.1349,61.4002,62.0435,62.241,61.8461,47.3387,47.17,47.5074,47.7901,47.4134,48.1668,48.0484,48.6624,47.4344,55.0352,54.7083,55.3621
1,51.5982,52.3927,50.8036,60.8273,64.7371,64.4743,64.9999,65.7956,62.2172,63.6317,60.8027,61.388,62.6095,60.1666,58.5239,46.2331,46.3252,46.1411,46.3938,46.0975,46.6901,45.804,52.5127,51.8649,53.1605
1,50.4217,51.1952,49.6483,61.27,65.0002,64.7136,65.7956,63.6315,61.033,61.5588,61.4008,61.7168,61.7416,59.899,60.9258,58.8723,44.6543,45.1886,45.2772,45.1,45.5412,47.4001,44.2041,50.5961,51.923
1,48.4575,49.8193,47.0958,61.7412,64.0027,63.159,64.8463,60.7553,60.2159,61.2948,58.7119,60.4148,57.009,42.5792,42.4387,42.7197,42.3254,42.5439,42.1068,42.3838,42.7556,42.012,49.9742,49.729,50.2194
1,47.916,48.6622,47.1697,46.0114,61.9914,61.7417,62.2411,63.5061,61.1455,62.6503,59.6407,59.9836,60.0335,59.9338,57.7754,40.9325,41.0486,40.8164,41.4841,41.1951,41.7731,40.6077,49.004,48.7642,49.2437
1,45.2705,46.5301,44.011,60.539,63.1496,63.5301,62.7692,59.9078,59.7574,60.0338,59.481,48.6925,57.3851,39.9999,40.4969,40.3792,40.3114,40.4469,39.4317,39.8121,39.0513,45.6076,46.5984,46.3244,46.8724
1,46.6379,47.2648,46.0109,59.8912,59.6157,61.8481,60.1667,63.5294,61.8372,63.1351,60.4772,60.5393,60.4151,48.0973,58.181,38.1445,38.0137,38.2753,37.7074,37.3361,38.1445,38.0788,38.2102,46.9779,46.6909
1,47.8975,65.7952,29.9998,34.9858,35.7767,37.6426,39.3187,37.2357,39.1155,35.3559,32.2026,32.5581,32.8027,62.6709,62.0966,63.2452,82.8615,83.2409,85.0529,84.7958,85.2115,84.3801,79.0573,77.833,70.0359
1,65.0927,66.4826,63.7028,29.9998,33.6002,34.6695,36.2352,39.8183,40.5219,39.1147,37.1219,31.8907,31.8907,61.2808,60.8768,61.6848,80.006,80.6535,81.0428,83.1568,83.0964,83.2171,82.3891,77.1622,69.3107
1,48.1818,67.2089,29.1546,34.1319,35.4704,34.8853,36.0555,38.4711,37.066,38.1177,36.0143,45.3572,30.8063,59.9081,60.7291,79.7621,78.7463,80.7779,82.2433,82.0973,82.3893,77.1624,68.9521,69.3113,68.5929
1,48.3396,67.2686,29.4107,29.8329,33.2871,33.615,34.0146,36.7339,36.3461,37.1218,35.0143,30.6107,56.2939,57.982,57.7232,58.2407,77.8843,78.3386,80.3057,78.3563,80.7525,75.96,74.8468,68.5929,67.9414
1,46.2427,59.683,32.8024,37.1618,40.7924,41.742,41.4367,42.0474,41.049,40.199,45.1014,36.0552,54.1477,55.3258,55.7318,68.8944,68.1538,69.635,72.0345,72.2771,69.9198,71.8396,68,67.2312,63.0083
1,58.9677,61.8549,56.0804,31.8903,34.1319,35.7774,38.833,39.0831,39.1153,39.051,38.0135,32.8024,51.0883,56.0815,55.444,56.719,57.0699,69.6422,71.8054,73.5522,73.3485,73.756,73.246,68.8838,63.6007
1,45.5955,60.9586,30.2325,33.6002,34.1319,35.4896,35.4684,35.5108,35.2281,39.631,28.0174,51.2447,58.0519,66.5686,58.4641,74.6731,75.8943,76.7381,76.2434,77.2329,77.5243,71.2478,72.1112,70.3843,64.3503
1,46.0253,61.5223,30.5284,31.4008,34.5292,34.0582,35.0001,39.9254,33.1636,37.4828,28.8443,51.6863,49.0403,54.3324,57.706,67.1051,58.2496,75.9607,76.6215,76.2168,77.0263,77.2335,67.5631,71.4705,63.6556
1,44.7598,60.1085,29.4111,31.8907,33.8376,35.9225,34.4818,37.3632,37.1076,31.7055,34,29.4111,56.5689,60.2157,60.0165,60.415,59.9082,77.3722,77.2525,77.4918,77.9997,75.1422,78.1599,72.1244,63.7814
1,44.472,59.4139,29.5301,30.2321,34.2047,37.4215,36.3597,38.4833,40.162,39.7903,40.2618,39.3188,29.8328,56.3208,54.5895,58.0521,58.6945,76.3774,76.2168,76.538,78.0582,75.5229,78.3132,72.7325,64.4434
1,45.5575,62.9366,28.1783,28.8449,33.6002,39.0003,39.2939,37.6905,38.3272,37.0538,36.0001,29.4104,51.4785,58.9724,58.4641,59.4808,76.2173,77.4917,77.8843,79.2528,79.1011,79.4045,74,65.9466,65.1158
1,45.1999,61.555,28.8447,30.4142,40.8539,42.7202,43.738,42.0294,43.0466,41.0121,31.4002,31.1452,56.2934,65.5218,57.2805,73.7631,74.4644,74.9535,77.4145,77.4425,77.7816,77.1034,73.0553,71.8682,64.3501
1,60.9186,62.2892,59.548,29.2063,34.9856,42.0783,41.4364,42.7202,43.1851,43.0115,31.2562,31.4002,31.1122,55.1086,56.5155,65.6125,57.009,74.216,74.7326,76.5308,75.0398,77.2782,72.8014,72.2353,65.0536
1,61.6695,63.0316,60.3075,29.2064,42.284,39.9252,44.6427,43.0118,30.5119,30.61,30.4137,55.9148,55.7851,56.0446,55.6598,73.1822,72.0342,74.3303,77.2035,76.9413,77.4657,72.6151,64.7179,65.0538,64.382
1,58.8487,60.2081,57.4893,27.4589,39.5605,41.1096,43.1744,43.3354,43.5662,43.1046,39.1158,30.4795,30.4142,56.1985,55.7848,56.6123,71.3088,72.7803,74.6728,74.8293,75.1332,74.5253,70.5759,69.4625,62.936
1,50.4071,57.4894,43.3248,45.8085,46.5724,45.0447,37.0619,43.0115,31.1123,53.861,53.1509,54.5711,61.6145,54.8181,69.1342,68.4109,69.8574,71.9677,71.5681,72.3674,67.2434,67.7785,66.7082,59.1583,60.8272
1,48.5951,56.0803,41.1099,43.4171,44.7216,45.2212,45.3981,45.0442,42.0478,35.3398,40.1998,30.4797,53.151,54.3456,54.5712,54.1201,67.7201,69.789,69.1229,70.4552,71.1965,66.8638,67.4171,66.3104,60.1083
